Year,Term,YearTerm,Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2019,Spring,2019-sp,ME,170,Computer-Aided Design,48,23,19,7,7,2,0,3,1,1,1,0,0,0,"Philpott, Michael L"
2019,Spring,2019-sp,ME,199,Undergraduate Open Seminar,7,16,1,0,0,1,0,0,0,0,0,0,0,0,"Philpott, Michael L"
2019,Spring,2019-sp,ME,199,Undergraduate Open Seminar,5,24,0,0,2,0,0,0,0,0,0,0,0,1,"Philpott, Michael L"
2019,Spring,2019-sp,ME,199,Undergraduate Open Seminar,4,81,2,3,5,0,0,0,1,0,0,0,0,0,"Philpott, Michael L"
2019,Spring,2019-sp,ME,200,Thermodynamics,3,24,22,11,19,15,15,3,0,0,0,0,1,0,"Lee, Tonghun"
2019,Spring,2019-sp,ME,200,Thermodynamics,27,37,33,15,5,9,2,7,2,0,0,0,1,0,"Liebenberg, Leon"
2019,Spring,2019-sp,ME,270,Design for Manufacturability,36,15,11,3,3,0,0,0,0,0,0,0,1,0,"Liebenberg, Leon"
2019,Spring,2019-sp,ME,270,Design for Manufacturability,0,12,7,7,0,6,0,1,1,0,0,0,0,0,"Flachsbart, Bruce R"
2019,Spring,2019-sp,ME,310,Fundamentals of Fluid Dynamics,4,9,9,7,9,7,2,1,6,0,3,0,0,0,"Chamorro Chavez, Leonardo"
2019,Spring,2019-sp,ME,310,Fundamentals of Fluid Dynamics,0,3,8,9,10,7,2,3,3,2,0,0,1,0,"Juarez, Gabriel"
2019,Spring,2019-sp,ME,320,Heat Transfer,1,2,4,3,0,7,0,7,0,3,0,0,6,1,"Pearlstein, Arne J"
2019,Spring,2019-sp,ME,320,Heat Transfer,0,2,10,20,7,11,5,4,0,0,2,2,0,0,"Miljkovic, Nenad"
2019,Spring,2019-sp,ME,330,Engineering Materials,0,5,1,3,9,6,0,16,3,0,7,2,3,0,"King, William P"
2019,Spring,2019-sp,ME,330,Engineering Materials,2,4,14,6,7,4,3,3,1,0,2,1,0,0,"Cai, Lili"
2019,Spring,2019-sp,ME,340,Dynamics of Mechanical Systems,4,11,3,9,1,1,0,2,1,0,1,0,0,0,"Huzaifa, Muhammad U"
2019,Spring,2019-sp,ME,340,Dynamics of Mechanical Systems,7,13,12,5,5,3,1,2,1,0,0,0,0,1,"Salapaka, Srinivasa M"
2019,Spring,2019-sp,ME,360,Signal Processing,4,9,5,9,6,9,1,0,2,0,0,0,0,0,"Bahl, Gaurav"
2019,Spring,2019-sp,ME,360,Signal Processing,0,14,1,1,6,0,0,1,0,0,0,0,1,0,"Mehta, Prashant G"
2019,Spring,2019-sp,ME,370,Mechanical Design I,3,16,7,9,3,3,2,2,0,3,0,0,0,0,"Tawfick, Sameh H"
2019,Spring,2019-sp,ME,370,Mechanical Design I,1,5,8,10,5,8,1,0,2,0,0,0,1,0,"Flachsbart, Bruce R"
2019,Spring,2019-sp,ME,371,Mechanical Design II,7,17,13,9,6,2,2,0,0,0,0,0,0,0,"Mercer, Brian S"
2019,Spring,2019-sp,ME,400,Energy Conversion Systems,0,5,7,9,6,4,1,2,0,0,0,0,0,0,"Tang, Ke"
2019,Spring,2019-sp,ME,412,Numerical Thermo-Fluid Mechs,0,21,0,0,2,0,0,0,0,0,0,0,0,0,"Chang, Wayne"
2019,Spring,2019-sp,ME,431,Mechanical Component Failure,0,40,0,6,2,0,0,0,0,0,0,0,0,0,"Downing, Stephen D"
2019,Spring,2019-sp,ME,465,Optics: Theory & Applications,8,15,3,1,1,0,0,0,0,0,0,0,0,0,"Toussaint, Kimani C"
2019,Spring,2019-sp,ME,470,Senior Design Project,3,48,45,24,12,2,1,0,1,0,0,0,0,0,"Johnson, Blake E"
2019,Spring,2019-sp,ME,471,Finite Element Analysis,2,12,5,5,10,6,0,0,0,0,0,0,0,0,"Aluru, Narayana R"
2019,Spring,2019-sp,ME,472,Introduction to Tribology,5,11,2,2,3,1,0,0,0,0,0,0,0,0,"Dunn, Alison C"
2019,Spring,2019-sp,ME,481,Whole-Body Musculoskel Biomech,2,24,6,1,1,0,0,0,0,0,0,0,0,0,"Kersh, Mariana E"
2019,Spring,2019-sp,ME,483,Mechanobiology,0,12,7,3,2,2,0,0,0,0,0,0,0,0,"Wang, Ning"
2019,Spring,2019-sp,ME,487,MEMS-NEMS Theory & Fabrication,3,7,4,7,2,2,0,0,0,0,0,0,0,0,"Kim, Seok"
2019,Spring,2019-sp,ME,498,Bio-Inspired Design,3,14,7,1,2,1,0,0,0,0,0,0,0,0,"Wissa, Aimy"
2019,Spring,2019-sp,MSE,183,Freshman Materials Laboratory,0,53,0,1,1,1,0,0,0,0,0,0,0,0,"Nagel, Laura"
2019,Spring,2019-sp,MSE,201,Phases and Phase Relations,2,2,5,7,4,6,0,5,4,0,0,0,1,0,"Shim, Moonsub"
2019,Spring,2019-sp,MSE,206,Mechanics for MatSE,11,9,8,4,6,1,6,0,1,1,0,2,0,1,"Krogstad, Jessica A"
2019,Spring,2019-sp,MSE,280,Engineering Materials,12,15,8,6,8,3,2,1,0,0,4,0,0,0,"Goodman, Matthew D"
2019,Spring,2019-sp,MSE,304,Electronic Properties of Matls,8,13,13,7,9,5,2,1,0,3,0,0,0,0,"Schleife, Andre"
2019,Spring,2019-sp,MSE,308,Materials Laboratory II,2,39,19,12,4,0,0,0,0,0,1,1,1,0,"TerBush, Jessica"
2019,Spring,2019-sp,MSE,395,Materials Design,0,91,5,0,4,0,0,0,0,0,0,0,0,0,"Dillon, Shen J"
2019,Spring,2019-sp,MSE,402,Kinetic Processes in Materials,1,11,23,11,16,15,8,2,0,0,2,0,1,0,"Evans, Christopher"
2019,Spring,2019-sp,MSE,405,Microstructure Determination,2,11,7,5,17,12,9,8,5,2,2,2,1,0,"Shoemaker, Daniel P"
2019,Spring,2019-sp,MSE,422,Electrical Ceramics,1,4,5,3,5,2,0,1,0,0,0,1,0,0,"Perry, Nicola H"
2019,Spring,2019-sp,MSE,441,Metals Processing,3,2,3,3,6,2,3,1,1,0,0,1,0,0,"Shang, Jian K"
2019,Spring,2019-sp,MSE,450,Polymer Science & Engineering,2,15,10,9,21,7,3,4,1,0,0,0,0,0,"Chen, Qian"
2019,Spring,2019-sp,MSE,453,Plastics Engineering,1,7,3,3,5,8,7,0,1,1,1,1,0,0,"Reifschneider, Louis"
2019,Spring,2019-sp,MSE,458,Polymer Physics,3,3,3,2,4,4,1,1,1,0,0,0,0,2,"Tang, Shengchang"
2019,Spring,2019-sp,MSE,460,Electronic Materials I,4,7,1,0,6,1,0,1,0,0,1,0,0,0,"Cao, Qing"
2019,Spring,2019-sp,MSE,473,Biomolecular Materials Science,2,4,15,15,3,0,1,0,0,0,0,0,1,0,"Leal, Cecilia"
2019,Spring,2019-sp,MSE,474,Biomaterials and Nanomedicine,2,19,12,9,8,2,0,0,0,0,0,0,0,0,"Cheng, Jianjun"
2019,Spring,2019-sp,MUS,130,Introd to the Art of Music,29,23,23,24,8,4,1,5,3,4,0,0,4,0,"Eagen, Megan K"
2019,Spring,2019-sp,MUS,133,Introduction to World Music,47,52,38,33,23,12,2,8,3,3,3,0,2,0,"Tsekouras, Ioannis"
2019,Spring,2019-sp,MUS,133,Introduction to World Music,30,51,40,37,27,12,9,5,3,2,2,2,5,0,"Tsekouras, Ioannis"
2019,Spring,2019-sp,MUS,240,Orientation Mus Tchg Lrng K-HS,25,8,4,2,1,0,0,1,0,0,0,0,1,0,"Kruse, Adam J"
2019,Spring,2019-sp,MUS,244,Social Foundations of Music Ed,19,5,2,2,2,0,0,3,1,0,0,0,1,0,"McCall, Joyce M"
2019,Spring,2019-sp,MUS,250,U of I Symphony Orchestra,0,43,0,0,0,0,0,0,0,0,1,0,0,0,"Schleicher, Donald J"
2019,Spring,2019-sp,MUS,261,Black Chorus,5,41,2,0,0,2,0,0,0,0,0,0,0,0,"Davis, Ollie W"
2019,Spring,2019-sp,MUS,261,University Mixed Chorus,10,12,4,4,2,0,0,0,0,0,0,0,0,0,"Arnold, Jonathan A"
2019,Spring,2019-sp,MUS,263,Men's Glee Club,0,35,0,0,3,0,0,0,0,0,0,0,0,0,"Coleman, Barrington L"
2019,Spring,2019-sp,MUS,314,The History of Music II,11,15,11,18,7,5,2,3,6,1,0,0,1,0,"Eagen, Megan K"
2019,Spring,2019-sp,MUS,342,Music in Childhood,3,16,6,0,2,1,0,0,0,0,0,0,1,0,"Gallo, Donna"
2019,Spring,2019-sp,MUS,400,Counterpoint and Fugue,9,5,3,5,1,1,0,1,0,0,0,0,0,0,"Lund, Erik R"
2019,Spring,2019-sp,MUS,408,Analysis of Musical Form,1,4,9,5,3,0,0,0,0,0,0,0,0,0,"Tharp, Reynold"
2019,Spring,2019-sp,MUS,414,Music & Mental Illness,3,4,3,1,2,6,1,1,0,0,1,1,3,0,"Wilson, Steven A"
2019,Spring,2019-sp,MUS,434,Assessment/Eval in Music Ed,0,12,1,3,2,4,1,0,0,0,0,0,1,0,"Fairbanks, Stephen T"
2019,Spring,2019-sp,MUS,450,U of I Symphony Orchestra,0,33,1,0,1,0,0,0,0,0,0,0,0,0,"Schleicher, Donald J"
2019,Spring,2019-sp,MUS,499,Jazz Forum,0,15,7,4,0,1,0,0,0,0,0,0,0,0,"McNeill, Charles L"
2019,Spring,2019-sp,MUS,499,Popular Music Production,21,1,3,2,1,2,2,0,2,0,0,0,0,0,"Holden, Alexis L"
2019,Spring,2019-sp,MUSE,250,The World Through Museums,7,21,8,8,3,2,4,0,1,0,1,0,4,1,"Frankenberg, Susan R"
2019,Spring,2019-sp,NPRE,101,Introduction to Energy Sources,0,8,3,9,9,5,3,6,4,0,2,0,0,1,"Andruczyk, Daniel"
2019,Spring,2019-sp,NPRE,199,Undergraduate Seminar,1,31,0,2,0,0,0,0,0,0,0,0,0,0,"Stubbins, James F"
2019,Spring,2019-sp,NPRE,402,Nuclear Power Engineering,11,23,34,20,12,6,6,1,1,0,0,0,0,0,"Ragheb, Magdi"
2019,Spring,2019-sp,NPRE,421,Plasma and Fusion Science,2,10,3,2,7,4,4,1,0,0,0,0,2,0,"Curreli, Davide"
2019,Spring,2019-sp,NPRE,441,Radiation Protection,6,14,12,5,0,0,0,0,0,0,0,0,0,0,"Meng, Ling J"
2019,Spring,2019-sp,NPRE,447,Radiation Interact w/Matter II,3,5,6,4,5,6,1,1,0,0,0,0,1,0,"Zhang, Yang"
2019,Spring,2019-sp,NPRE,455,Neutron Diffusion & Transport,0,9,7,6,5,3,3,0,1,0,1,2,2,0,"Uddin, Rizwan"
2019,Spring,2019-sp,NPRE,458,Design in NPRE,4,9,9,3,3,0,0,0,0,0,0,0,0,0,"Stubbins, James F"
2019,Spring,2019-sp,NPRE,470,Fuel Cells & Hydrogen Sources,3,5,11,12,8,6,3,1,0,0,0,0,0,0,"Kim, Kyu Jung"
2019,Spring,2019-sp,NPRE,475,Wind Power Systems,20,49,14,4,1,1,0,0,0,0,0,0,0,0,"Ragheb, Magdi"
2019,Spring,2019-sp,NPRE,483,Seminar on Security,5,5,4,3,3,0,0,0,0,0,1,0,0,0,"Uddin, Rizwan"
2019,Spring,2019-sp,NRES,101,Wildlife Conserv 21st Century,34,50,38,25,32,20,15,18,9,1,6,7,31,3,"Ward, Michael P"
2019,Spring,2019-sp,NRES,102,Introduction to NRES,19,60,45,45,48,30,13,22,9,7,8,2,24,4,"Ugarte, Carmen M"
2019,Spring,2019-sp,NRES,105,Climate Change and Ecosystems,0,29,0,0,25,0,0,10,0,0,6,0,15,0,"Fraterrigo, Jennifer M"
2019,Spring,2019-sp,NRES,201,Introductory Soils,0,6,3,4,14,10,6,26,3,4,5,1,1,0,"Arai, Yuji"
2019,Spring,2019-sp,NRES,287,Environment and Society,5,19,23,14,24,18,11,19,8,0,0,0,6,0,"Van Riper, Carena J"
2019,Spring,2019-sp,NRES,325,Natural Resource Policy Mgmt,4,9,9,6,10,4,2,0,0,0,0,0,3,0,"Miller, Daniel C"
2019,Spring,2019-sp,NRES,401,Watershed Hydrology,6,9,2,1,1,0,0,1,1,2,0,0,1,0,"Leroy, Jessica Z"
2019,Spring,2019-sp,NRES,407,Wildlife Population Ecology,2,7,3,0,6,4,1,2,1,1,0,0,0,0,"Schooley, Robert L"
2019,Spring,2019-sp,NRES,420,Restoration Ecology,9,6,1,2,1,2,1,2,2,1,0,0,0,0,"Miller, James R"
2019,Spring,2019-sp,NRES,421,Quantitative Methods in NRES,6,14,12,14,15,8,6,7,1,1,0,0,2,0,"Yannarell, Anthony"
2019,Spring,2019-sp,NRES,456,Integrative Ecosystem Mgmt,20,6,10,5,5,7,4,0,1,1,1,0,1,0,"Miller, James R"
2019,Spring,2019-sp,NRES,474,Soil and Water Conservation,1,9,8,7,3,1,1,0,2,0,0,0,0,0,"Wander, Michelle M"
2019,Spring,2019-sp,NRES,488,Soil Fertility and Fertilizers,2,5,7,2,8,1,1,6,2,1,3,1,0,0,"Mulvaney, Richard L"
2019,Spring,2019-sp,NRES,499,NRES 456 Group Project,20,6,7,5,5,6,4,0,1,1,1,0,0,0,"Miller, James R"
2019,Spring,2019-sp,NUTR,510,Essential Fats and Cholesterol,2,11,0,5,3,0,0,0,0,0,0,0,0,0,"Nakamura, Manabu T"
2019,Spring,2019-sp,NUTR,511,Regulation of Metabolism,0,11,1,0,10,0,0,0,0,0,0,0,0,0,"Nakamura, Manabu T"
2019,Spring,2019-sp,PHIL,101,Introduction to Philosophy,0,2,9,4,4,2,1,0,0,1,0,0,0,0,"Anda, Ashli B"
2019,Spring,2019-sp,PHIL,101,Introduction to Philosophy,0,4,5,3,5,2,3,0,0,0,1,0,1,1,"Anda, Ashli B"
2019,Spring,2019-sp,PHIL,102,Logic and Reasoning,24,35,12,17,26,11,14,3,4,1,1,0,3,0,"Edwards, Adam D"
2019,Spring,2019-sp,PHIL,102,Logic and Reasoning,24,28,28,23,24,15,11,8,5,3,5,2,12,0,"Edwards, Adam D"
2019,Spring,2019-sp,PHIL,103,Logic and Reasoning QR II,4,4,1,3,1,1,2,2,1,0,1,0,2,1,"Estrup, Adam W"
2019,Spring,2019-sp,PHIL,103,Logic and Reasoning QR II,2,4,1,2,4,2,0,0,1,0,3,0,4,0,"Estrup, Adam W"
2019,Spring,2019-sp,PHIL,107,Intro to Political Philosophy,0,8,5,7,2,1,0,0,0,0,0,0,0,0,"Varden, Helga"
2019,Spring,2019-sp,PHIL,203,Ancient Philosophy,0,7,10,6,17,12,0,7,1,1,5,0,3,1,"Mischler, Steven J"
2019,Spring,2019-sp,PHIL,206,Early Modern Philosophy,0,11,7,3,7,2,1,2,2,0,0,1,4,0,"Li, Mingyuan"
2019,Spring,2019-sp,PHIL,214,Biomedical Ethics,1,28,4,2,2,1,1,1,1,0,0,0,5,1,"Bu, Xiaomeng"
2019,Spring,2019-sp,PHIL,414,Major Recent Philosophers,3,12,5,6,2,0,0,0,0,0,0,0,0,0,"Varden, Helga"
2019,Spring,2019-sp,PHIL,421,Ethical Theories,1,6,2,2,5,3,2,3,0,0,1,0,3,0,"Bryan, Benjamin A"
2019,Spring,2019-sp,PHIL,426,Metaphysics,1,9,2,7,3,2,0,0,0,0,0,0,1,1,"Wagner, Steven J"
2019,Spring,2019-sp,PHIL,438,Philosophy of Language,0,4,4,1,3,3,1,2,0,0,1,1,1,1,"Frank, Devin"
2019,Spring,2019-sp,PHYS,101,College Physics: Mech & Heat,17,14,10,9,7,8,7,14,3,5,0,9,1,0,"Mestre, Jose"
2019,Spring,2019-sp,PHYS,101,College Physics: Mech & Heat,18,25,13,14,10,18,23,18,8,16,6,9,1,1,"Mestre, Jose"
2019,Spring,2019-sp,PHYS,102,College Physics: E&M & Modern,14,24,24,18,24,17,18,23,11,4,1,7,0,0,"Willenbrock, Scott S"
2019,Spring,2019-sp,PHYS,102,College Physics: E&M & Modern,9,20,21,13,13,20,16,15,15,4,2,7,2,0,"Willenbrock, Scott S"
2019,Spring,2019-sp,PHYS,123,Physics Made Easy,23,18,8,11,2,1,0,0,1,0,0,0,0,0,"El-Khadra, Aida X"
2019,Spring,2019-sp,PHYS,211,University Physics: Mechanics,28,24,21,24,32,21,20,12,4,3,1,1,4,1,"Gadway, Bryce"
2019,Spring,2019-sp,PHYS,211,University Physics: Mechanics,36,41,30,38,51,29,29,15,7,5,7,3,6,0,"Gadway, Bryce"
2019,Spring,2019-sp,PHYS,211,University Physics: Mechanics,38,41,30,37,34,34,25,23,9,5,5,2,9,0,"Draper, Patrick I"
2019,Spring,2019-sp,PHYS,211,University Physics: Mechanics,22,27,28,35,57,36,26,21,10,7,7,0,9,1,"Draper, Patrick I"
2019,Spring,2019-sp,PHYS,212,University Physics: Elec & Mag,32,53,43,24,21,24,19,21,14,15,10,10,6,0,"Stelzer, Timothy J"
2019,Spring,2019-sp,PHYS,212,University Physics: Elec & Mag,24,29,14,15,25,15,12,12,12,12,7,16,4,0,"Stelzer, Timothy J"
2019,Spring,2019-sp,PHYS,212,University Physics: Elec & Mag,18,23,11,12,12,20,12,12,13,9,7,14,7,0,"Holder, Gilbert"
2019,Spring,2019-sp,PHYS,213,Univ Physics: Thermal Physics,22,24,17,16,8,21,9,11,9,7,6,9,1,0,"Wagner, Lucas K"
2019,Spring,2019-sp,PHYS,213,Univ Physics: Thermal Physics,21,22,11,17,17,8,10,6,7,6,7,3,1,1,"Wagner, Lucas K"
2019,Spring,2019-sp,PHYS,213,Univ Physics: Thermal Physics,29,31,22,21,26,28,21,23,11,10,5,2,3,0,"Wagner, Lucas K"
2019,Spring,2019-sp,PHYS,214,Univ Physics: Quantum Physics,19,15,11,14,21,14,15,13,11,12,7,10,8,0,"Wagner, Lucas K"
2019,Spring,2019-sp,PHYS,214,Univ Physics: Quantum Physics,19,17,6,12,15,14,14,19,15,12,7,11,1,0,"Wagner, Lucas K"
2019,Spring,2019-sp,PHYS,214,Univ Physics: Quantum Physics,27,24,10,19,18,20,17,25,13,15,7,12,2,0,"Wagner, Lucas K"
2019,Spring,2019-sp,PHYS,225,Relativity & Math Applications,17,24,16,13,9,8,3,8,4,5,2,3,3,1,"Hooberman, Benjamin"
2019,Spring,2019-sp,PHYS,280,Nuclear Weapons & Arms Control,17,22,17,1,2,0,1,0,2,0,0,0,0,0,"Grosse Perdekam, Matthias"
2019,Spring,2019-sp,PHYS,325,Classical Mechanics I,9,15,9,4,22,10,5,9,4,4,4,3,2,0,"Weaver, Richard L"
2019,Spring,2019-sp,PHYS,326,Classical Mechanics II,2,9,13,9,11,3,7,5,5,2,2,0,3,0,"Adshead, Peter J"
2019,Spring,2019-sp,PHYS,398,Soph/Junr Special Topics Phys,9,2,7,6,1,0,0,0,0,0,0,0,0,0,"Gollin, George D"
2019,Spring,2019-sp,PHYS,401,Classical Physics Lab,4,6,3,0,2,4,0,1,2,1,0,3,0,0,"Colla, Eugene V"
2019,Spring,2019-sp,PHYS,402,Light,4,13,3,5,9,2,3,7,1,0,1,0,0,0,"Abbamonte, Peter M"
2019,Spring,2019-sp,PHYS,403,Modern Experimental Physics,0,19,4,2,0,0,0,0,0,0,0,1,0,0,"Colla, Eugene V"
2019,Spring,2019-sp,PHYS,427,Thermal & Statistical Physics,15,10,11,16,5,5,4,0,0,0,0,0,0,0,"Oono, Yoshitsugu"
2019,Spring,2019-sp,PHYS,435,Electromagnetic Fields I,15,16,27,5,8,4,5,4,2,1,0,0,0,0,"Eckstein, James N"
2019,Spring,2019-sp,PHYS,436,Electromagnetic Fields II,11,9,15,2,5,5,4,4,0,1,1,2,0,0,"Barragan Diaz, Angela M"
2019,Spring,2019-sp,PHYS,470,Subatomic Physics,6,14,6,5,2,2,3,2,3,0,0,0,0,0,"Peng, Jen-Chieh"
2019,Spring,2019-sp,PHYS,486,Quantum Physics I,13,20,5,10,7,10,5,8,3,6,1,1,3,0,"Makins, Naomi C"
2019,Spring,2019-sp,PHYS,487,Quantum Physics II,2,4,7,8,6,5,4,6,2,0,1,0,0,0,"Beck, Douglas H"
2019,Spring,2019-sp,PHYS,498,Special Topics in Physics,5,6,1,3,1,1,1,1,0,0,1,1,0,0,"Clark, Bryan K"
2019,Spring,2019-sp,PHYS,504,Statistical Physics,6,9,16,2,3,2,2,2,0,0,0,0,0,0,"Goldenfeld, Nigel D"
2019,Spring,2019-sp,PHYS,513,Quantum Optics & Information,8,23,2,1,4,1,0,2,0,0,0,0,0,0,"Kwiat, Paul G"
2019,Spring,2019-sp,PHYS,560,Condensed Matter Physics I,4,6,5,6,4,4,0,0,0,0,0,0,1,0,"MacDougall, Gregory"
2019,Spring,2019-sp,PLPA,200,"Plants, Pathogens, and People",0,96,0,0,27,0,0,2,0,0,1,0,1,0,"Lambert, Kris N"
2019,Spring,2019-sp,PLPA,204,Introductory Plant Pathology,0,8,4,8,8,8,1,1,2,0,0,0,1,0,"Schroeder, Nathan E"
2019,Spring,2019-sp,POL,115,Intro to Polish Culture,0,20,8,5,3,1,0,0,0,0,0,0,0,0,"Gasyna, George Z"
2019,Spring,2019-sp,PS,100,Intro to Political Science,37,45,32,25,17,17,10,5,3,3,1,1,5,0,"Ksiazkiewicz, Aleksander"
2019,Spring,2019-sp,PS,100,Intro to Political Science,2,9,19,9,6,1,0,0,1,1,2,0,3,1,"Chu, Yuan-Ning"
2019,Spring,2019-sp,PS,100,Intro to Political Science,1,5,6,4,2,5,0,4,0,1,0,0,2,0,"Kim, Sanghoon"
2019,Spring,2019-sp,PS,101,Intro to US Gov & Pol,9,9,4,3,1,2,0,1,0,0,0,0,1,0,"Pryor, Matthew R"
2019,Spring,2019-sp,PS,101,Intro to US Gov & Pol,3,15,1,4,4,0,0,0,0,1,0,1,3,0,"Estes, Kyle"
2019,Spring,2019-sp,PS,101,Intro to US Gov & Pol,4,2,6,1,4,3,2,2,1,1,1,0,1,0,"Perez, Eristeo J"
2019,Spring,2019-sp,PS,191,Civic Careers,0,9,13,4,0,0,1,0,1,0,0,1,0,0,"Hinchliffe, Joseph"
2019,Spring,2019-sp,PS,220,Intro to Public Policy,5,43,2,4,49,0,6,21,1,0,9,0,6,2,"Ashley, Jeffrey S"
2019,Spring,2019-sp,PS,231,Strategic Models,2,7,7,5,14,10,8,5,3,2,3,3,1,2,"Guo, Xiaoli"
2019,Spring,2019-sp,PS,240,Intro to Comp Politics,7,26,22,9,10,1,4,3,0,0,0,0,1,0,"Leff, Carol S"
2019,Spring,2019-sp,PS,241,Comp Politics in Dev Nations,4,7,3,3,4,2,0,4,1,1,0,1,2,0,"Waeiss, Charla S"
2019,Spring,2019-sp,PS,270,Intro to Political Theory,4,15,27,15,17,15,4,6,3,1,1,0,3,0,"Miller, Benjamin M"
2019,Spring,2019-sp,PS,280,Intro to Intl Relations,1,14,16,11,21,6,6,1,2,0,0,0,1,0,"Nagashima, Daniel"
2019,Spring,2019-sp,PS,282,Governing Globalization,2,11,4,1,5,3,0,1,0,0,0,0,0,0,"Iannantuoni, Alice"
2019,Spring,2019-sp,PS,283,Intro to Intl Security,6,16,19,7,12,3,1,2,2,1,2,1,3,1,"Powers, Matthew A"
2019,Spring,2019-sp,PS,300,Terrorism,0,6,15,4,5,1,0,0,0,0,0,0,0,0,"Grossman, Nicholas"
2019,Spring,2019-sp,PS,301,The US Constitution I,4,1,5,7,4,3,2,1,0,0,0,0,0,0,"Seitz, Steven T"
2019,Spring,2019-sp,PS,318,Interests Grps & Soc Movements,0,10,40,30,12,7,0,0,0,0,1,1,5,0,"Hinchliffe, Joseph"
2019,Spring,2019-sp,PS,343,Gov & Pol of China,0,12,5,1,2,2,0,0,0,0,0,0,0,0,"Guo, Xiaoli"
2019,Spring,2019-sp,PS,377,Justice in the Law,27,15,13,5,8,3,3,2,2,0,0,1,0,0,"Miller, Benjamin M"
2019,Spring,2019-sp,PS,385,Politics of the European Union,2,20,12,3,4,1,0,6,1,0,1,0,0,0,"Brennan, Bernard J"
2019,Spring,2019-sp,PS,386,International Law,14,19,14,8,7,7,2,0,4,0,3,0,1,0,"Powers, Matthew A"
2019,Spring,2019-sp,PS,390,American Foreign Policy,0,17,15,18,20,6,1,3,1,0,0,0,3,1,"Grossman, Nicholas"
2019,Spring,2019-sp,PSYC,100,Intro Psych,0,12,5,4,8,3,4,1,0,0,5,0,1,1,"Travis, Lisa L"
2019,Spring,2019-sp,PSYC,100,Intro Psych,1,17,4,1,4,7,2,7,0,0,1,0,1,0,"Travis, Lisa L"
2019,Spring,2019-sp,PSYC,100,Intro Psych,0,4,2,5,8,4,1,9,3,1,4,1,2,0,"Travis, Lisa L"
2019,Spring,2019-sp,PSYC,100,Intro Psych,0,10,5,6,11,1,3,5,0,1,2,0,1,0,"Travis, Lisa L"
2019,Spring,2019-sp,PSYC,100,Intro Psych,0,5,2,5,12,4,6,4,0,0,1,1,2,0,"Travis, Lisa L"
2019,Spring,2019-sp,PSYC,100,Intro Psych,0,10,7,7,7,5,4,4,1,0,1,0,0,0,"Travis, Lisa L"
2019,Spring,2019-sp,PSYC,100,Intro Psych,0,6,7,3,12,4,0,3,0,3,3,0,5,0,"Travis, Lisa L"
2019,Spring,2019-sp,PSYC,100,Intro Psych,0,5,7,2,13,3,1,2,3,0,3,0,3,1,"Travis, Lisa L"
2019,Spring,2019-sp,PSYC,100,Intro Psych,1,10,4,5,10,0,1,4,0,3,0,0,2,0,"Travis, Lisa L"
2019,Spring,2019-sp,PSYC,100,Intro Psych,0,16,4,6,6,1,3,3,2,0,0,0,2,0,"Travis, Lisa L"
2019,Spring,2019-sp,PSYC,100,Intro Psych,1,7,4,5,13,2,2,6,0,0,4,1,1,0,"Travis, Lisa L"
2019,Spring,2019-sp,PSYC,100,Intro Psych,1,9,3,5,15,2,1,4,0,0,0,1,2,0,"Travis, Lisa L"
2019,Spring,2019-sp,PSYC,100,Intro Psych,0,8,8,5,13,2,4,5,0,0,2,0,0,0,"Travis, Lisa L"
2019,Spring,2019-sp,PSYC,100,Intro Psych,0,7,3,3,15,3,5,6,1,0,0,0,0,0,"Travis, Lisa L"
2019,Spring,2019-sp,PSYC,100,Intro Psych,0,4,5,3,14,5,2,2,0,0,2,1,7,0,"Travis, Lisa L"
2019,Spring,2019-sp,PSYC,100,Intro Psych,0,0,1,1,6,3,1,10,3,1,4,0,4,0,"Travis, Lisa L"
2019,Spring,2019-sp,PSYC,100,Intro Psych,0,21,0,0,10,0,0,13,0,0,2,0,0,0,"Srull, Thomas K"
2019,Spring,2019-sp,PSYC,201,Intro to Social Psych,10,1,6,0,5,0,0,3,3,1,0,2,2,1,"Albarracin, Dolores"
2019,Spring,2019-sp,PSYC,201,Intro to Social Psych,4,11,3,4,10,3,2,5,3,1,1,0,1,0,"Albarracin, Dolores"
2019,Spring,2019-sp,PSYC,201,Intro to Social Psych,1,4,7,5,7,6,2,4,4,1,3,2,1,0,"Albarracin, Dolores"
2019,Spring,2019-sp,PSYC,201,Intro to Social Psych,1,3,3,1,2,5,3,4,3,1,2,0,6,0,"Albarracin, Dolores"
2019,Spring,2019-sp,PSYC,201,Intro to Social Psych,4,7,4,3,8,4,1,4,4,1,2,1,1,1,"Albarracin, Dolores"
2019,Spring,2019-sp,PSYC,201,Intro to Social Psych,1,5,6,9,9,4,1,5,5,0,2,0,0,0,"Albarracin, Dolores"
2019,Spring,2019-sp,PSYC,201,Intro to Social Psych,3,4,2,3,9,8,1,5,4,1,2,1,2,0,"Albarracin, Dolores"
2019,Spring,2019-sp,PSYC,201,Intro to Social Psych,3,6,4,5,12,1,3,5,1,1,3,1,1,0,"Albarracin, Dolores"
2019,Spring,2019-sp,PSYC,201,Intro to Social Psych,6,5,1,3,6,5,2,2,3,3,5,4,2,0,"Albarracin, Dolores"
